title,description,price,category,timestamp,query_id,filter_category,filter_price_min,filter_price_max,filter_storage_type,cart,bought,brand,package_size,unit_of_measure,net_weight_oz,dimensions_in,storage_type,ingredients,allergens,nutrition_score,country_of_origin
Blue Cart Daily Care Shampoo - 8 oz (Rarely Reordered),Daily Care shampoo in a 8 oz package for online grocery orders. Listed under personal care and intended for ambient storage. Marked for limited future availability.,12.63,Personal Care,2025-12-25T14:22:36Z,q_001725,Personal Care,1.73,17.84,Ambient,false,false,Blue Cart,8 oz,oz,7.42,"11.1 x 3.9 x 3.3""",Ambient,Personal care formula,None,0,United States
Market Pantry Co. Daily Care Cotton Swabs - 8 oz (Rarely Reordered),Daily Care cotton swabs in a 8 oz package for online grocery orders. Listed under personal care and intended for ambient storage. Received mixed feedback from shoppers.,8.31,Personal Care,2025-09-05T23:35:31Z,q_001725,Personal Care,1.73,17.84,Ambient,true,false,Market Pantry Co.,8 oz,oz,8.58,"8.7 x 4.1 x 2.8""",Ambient,Personal care formula,None,0,United States
Sunny Basket Gentle Hand Soap - 8 oz (Clearance Listing),Gentle hand soap in a 8 oz package for online grocery orders. Listed under personal care and intended for ambient storage. Marked for limited future availability.,15.37,Personal Care,2024-08-28T11:46:32Z,q_001725,Personal Care,1.73,17.84,Ambient,true,false,Sunny Basket,8 oz,oz,8.14,"7.5 x 3.9 x 3.0""",Ambient,Personal care formula,None,0,United States
Oak & Grain Gentle Facial Tissues - 16 fl oz (New Listing),Gentle facial tissues in a 16 fl oz package for online grocery orders. Listed under personal care and intended for ambient storage. A newer addition to the catalog.,3.30,Personal Care,2024-07-21T22:38:31Z,q_001725,Personal Care,1.73,17.84,Ambient,false,false,Oak & Grain,16 fl oz,fl oz,16.47,"10.0 x 3.4 x 2.1""",Ambient,Personal care formula,None,0,United States
Valley Select Fresh Mint Cotton Swabs - 3 oz (#1 Pick),Fresh Mint cotton swabs in a 3 oz package for online grocery orders. Listed under personal care and intended for ambient storage. Consistently praised in customer feedback.,12.10,Personal Care,2025-08-06T17:29:24Z,q_001725,Personal Care,1.73,17.84,Ambient,true,true,Valley Select,3 oz,oz,3.20,"5.7 x 4.5 x 2.6""",Ambient,Personal care formula,None,0,United States
FreshField Caffeine Free Coconut Water - 12 ct (Current Stock),Caffeine Free coconut water in a 12 ct package for online grocery orders. Listed under beverages and intended for refrigerated storage. Available for standard online ordering.,7.02,Beverages,2025-01-26T02:57:14Z,q_001726,Beverages,0.88,14.82,Refrigerated,false,false,FreshField,12 ct,ct,142.21,"6.5 x 4.6 x 3.9""",Refrigerated,"Natural flavors, Filtered water",Tree nuts,80,United States
Blue Cart Lightly Sweetened Sports Drink - 12 ct (Current Stock),Lightly Sweetened sports drink in a 12 ct package for online grocery orders. Listed under beverages and intended for refrigerated storage. Ships as part of regular inventory.,10.07,Beverages,2024-10-12T12:24:10Z,q_001726,Beverages,0.88,14.82,Refrigerated,false,false,Blue Cart,12 ct,ct,145.98,"11.4 x 3.4 x 3.4""",Refrigerated,"Filtered water, Natural flavors",None,71,United States
Purely Good Lightly Sweetened Almond Milk - 12 fl oz (Highly Rated),Lightly Sweetened almond milk in a 12 fl oz package for online grocery orders. Listed under beverages and intended for refrigerated storage. Often recommended by repeat customers.,11.91,Beverages,2025-04-10T08:18:54Z,q_001726,Beverages,0.88,14.82,Refrigerated,false,false,Purely Good,12 fl oz,fl oz,12.25,"8.0 x 4.3 x 2.9""",Refrigerated,"Filtered water, Natural flavors",None,23,Italy
Corner Market Crispy Vanilla Ice Cream - 10 oz (Limited Feedback),Crispy vanilla ice cream in a 10 oz package for online grocery orders. Listed under frozen and intended for frozen storage. Recently added to the online catalog.,7.10,Frozen,2025-08-08T09:23:32Z,q_001727,Frozen,1.82,14.96,Frozen,false,false,Corner Market,10 oz,oz,10.21,"1.4 x 6.0 x 4.4""",Frozen,"Salt, Spices, Prepared ingredients",None,35,New Zealand
Harvest Lane Crispy Green Peas - 32 oz (Standard Listing),Crispy green peas in a 32 oz package for online grocery orders. Listed under frozen and intended for frozen storage. Stocked as part of the regular lineup.,10.54,Frozen,2026-03-09T02:40:53Z,q_001727,Frozen,1.82,14.96,Frozen,false,false,Harvest Lane,32 oz,oz,31.06,"3.7 x 10.9 x 4.0""",Frozen,"Spices, Prepared ingredients, Salt",Soy,27,Spain
Purely Good Fragrance Free Infant Cereal - 4 oz (Current Stock),Fragrance Free infant cereal in a 4 oz package for online grocery orders. Listed under baby and intended for refrigerated storage.,3.04,Baby,2026-01-11T13:15:04Z,q_001728,Baby,0.50,36.48,Refrigerated,false,false,Purely Good,4 oz,oz,3.77,"8.6 x 7.0 x 1.1""",Refrigerated,Baby-safe ingredients,Soy,38,United States
Green Fork Gentle Baby Lotion - 4 oz (Popular Choice),Gentle baby lotion in a 4 oz package for online grocery orders. Listed under baby and intended for refrigerated storage. A dependable pick according to reviews.,19.39,Baby,2024-08-12T19:59:09Z,q_001728,Baby,0.50,36.48,Refrigerated,false,false,Green Fork,4 oz,oz,4.09,"14.2 x 6.4 x 1.3""",Refrigerated,Baby-safe ingredients,Soy,64,United States
Oak & Grain Organic Stage 2 Puree - 8 oz (Regular Listing),Organic stage 2 puree in a 8 oz package for online grocery orders. Listed under baby and intended for refrigerated storage.,26.40,Baby,2025-07-15T12:24:44Z,q_001728,Baby,0.50,36.48,Refrigerated,false,false,Oak & Grain,8 oz,oz,7.70,"11.0 x 5.9 x 2.9""",Refrigerated,Baby-safe ingredients,Soy,68,United States
Riverbend Organic Formula Powder - 32 oz (Highly Rated),Organic formula powder in a 32 oz package for online grocery orders. Listed under baby and intended for refrigerated storage. Often recommended by repeat customers.,6.41,Baby,2025-04-07T10:36:59Z,q_001728,Baby,0.50,36.48,Refrigerated,false,false,Riverbend,32 oz,oz,29.57,"12.4 x 8.9 x 4.6""",Refrigerated,Baby-safe ingredients,Soy,67,United States
North Star Foods Fragrance Free Baby Shampoo - 24 ct (Regular Listing),Fragrance Free baby shampoo in a 24 ct package for online grocery orders. Listed under baby and intended for refrigerated storage. Stocked as part of the regular lineup.,32.16,Baby,2024-12-29T18:23:32Z,q_001728,Baby,0.50,36.48,Refrigerated,false,false,North Star Foods,24 ct,ct,25.99,"7.8 x 8.6 x 5.3""",Refrigerated,Baby-safe ingredients,None,86,Chile
Harvest Lane Gentle Training Pants - 4 oz (Regular Listing),Gentle training pants in a 4 oz package for online grocery orders. Listed under baby and intended for refrigerated storage. Stocked as part of the regular lineup.,25.32,Baby,2025-08-06T22:09:28Z,q_001728,Baby,0.50,36.48,Refrigerated,false,false,Harvest Lane,4 oz,oz,4.21,"11.1 x 3.6 x 4.3""",Refrigerated,Baby-safe ingredients,Milk,45,United States
Golden Acre Organic Baby Lotion - 32 oz (Highly Rated),Organic baby lotion in a 32 oz package for online grocery orders. Listed under baby and intended for refrigerated storage. A dependable pick according to reviews.,29.05,Baby,2024-07-29T11:39:58Z,q_001728,Baby,0.50,36.48,Refrigerated,false,false,Golden Acre,32 oz,oz,30.87,"11.1 x 5.0 x 5.6""",Refrigerated,Baby-safe ingredients,Soy,37,United States
Golden Acre Easy Grip Apple Banana Pouches - 4 oz (Low Feedback),Easy Grip apple banana pouches in a 4 oz package for online grocery orders. Listed under baby and intended for refrigerated storage. Marked for limited future availability.,29.16,Baby,2025-05-06T02:17:54Z,q_001728,Baby,0.50,36.48,Refrigerated,false,false,Golden Acre,4 oz,oz,3.73,"10.5 x 6.1 x 6.0""",Refrigerated,Baby-safe ingredients,Milk,40,United States
Sunny Basket Zero Sugar Sports Drink - 12 ct (Recently Added),Zero Sugar sports drink in a 12 ct package for online grocery orders. Listed under beverages and intended for refrigerated storage. Limited customer feedback so far.,2.81,Beverages,2025-07-20T00:07:13Z,q_001729,Beverages,0.50,14.99,Refrigerated,false,false,Sunny Basket,12 ct,ct,140.51,"7.2 x 3.1 x 4.8""",Refrigerated,"Filtered water, Natural flavors",None,84,Canada
Oak & Grain Unsweetened Sparkling Water - 64 fl oz (Discontinuing Soon),Unsweetened sparkling water in a 64 fl oz package for online grocery orders. Listed under beverages and intended for refrigerated storage. Rarely reordered by past customers.,7.61,Beverages,2025-09-17T12:39:42Z,q_001729,Beverages,0.50,14.99,Refrigerated,false,false,Oak & Grain,64 fl oz,fl oz,65.08,"10.7 x 4.5 x 4.8""",Refrigerated,"Filtered water, Natural flavors",None,53,Mexico
Corner Market Caffeine Free Almond Milk - 12 ct (Best Seller),Caffeine Free almond milk in a 12 ct package for online grocery orders. Listed under beverages and intended for refrigerated storage. One of the most repurchased items in its aisle.,10.21,Beverages,2026-03-13T04:41:41Z,q_001729,Beverages,0.50,14.99,Refrigerated,true,true,Corner Market,12 ct,ct,135.94,"9.3 x 3.5 x 3.2""",Refrigerated,"Natural flavors, Filtered water",None,43,Mexico
Valley Select Caffeine Free Orange Juice - 32 fl oz (Shopper Favorite),Caffeine Free orange juice in a 32 fl oz package for online grocery orders. Listed under beverages and intended for refrigerated storage. A dependable pick according to reviews.,3.22,Beverages,2025-10-22T12:01:38Z,q_001730,Beverages,0.59,13.36,Refrigerated,false,false,Valley Select,32 fl oz,fl oz,33.99,"7.0 x 2.4 x 3.0""",Refrigerated,"Natural flavors, Filtered water",Tree nuts,82,United States
Purely Good Unsweetened Sparkling Water - 12 fl oz (Popular Choice),Unsweetened sparkling water in a 12 fl oz package for online grocery orders. Listed under beverages and intended for refrigerated storage. Often recommended by repeat customers.,2.70,Beverages,2025-01-02T16:42:48Z,q_001730,Beverages,0.59,13.36,Refrigerated,false,false,Purely Good,12 fl oz,fl oz,13.31,"8.1 x 3.0 x 3.2""",Refrigerated,"Filtered water, Natural flavors",Tree nuts,81,United States
Corner Market Unsweetened Coconut Water - 12 fl oz (Low Feedback),Unsweetened coconut water in a 12 fl oz package for online grocery orders. Listed under beverages and intended for refrigerated storage. One of the less-repurchased items in its aisle.,9.57,Beverages,2025-05-23T01:49:51Z,q_001730,Beverages,0.59,13.36,Refrigerated,true,false,Corner Market,12 fl oz,fl oz,12.86,"9.0 x 3.7 x 2.1""",Refrigerated,"Natural flavors, Filtered water",Tree nuts,82,Chile
Corner Market Zero Sugar Lemonade - 64 fl oz (Well Reviewed),Zero Sugar lemonade in a 64 fl oz package for online grocery orders. Listed under beverages and intended for refrigerated storage. Generally receives positive feedback.,3.03,Beverages,2024-12-28T22:58:02Z,q_001730,Beverages,0.59,13.36,Refrigerated,false,false,Corner Market,64 fl oz,fl oz,71.51,"7.1 x 2.2 x 4.6""",Refrigerated,"Filtered water, Natural flavors",None,43,Canada
Sunny Basket Caffeine Free Cola - 12 ct (Clearance Listing),Caffeine Free cola in a 12 ct package for online grocery orders. Listed under beverages and intended for refrigerated storage. Rarely reordered by past customers.,2.05,Beverages,2024-07-23T15:54:50Z,q_001730,Beverages,0.59,13.36,Refrigerated,false,false,Sunny Basket,12 ct,ct,152.56,"11.8 x 3.5 x 4.9""",Refrigerated,"Filtered water, Natural flavors",Tree nuts,62,Chile
Golden Acre Zero Sugar Lemonade - 12 fl oz (Regular Listing),Zero Sugar lemonade in a 12 fl oz package for online grocery orders. Listed under beverages and intended for refrigerated storage.,3.47,Beverages,2025-01-04T02:20:35Z,q_001730,Beverages,0.59,13.36,Refrigerated,false,false,Golden Acre,12 fl oz,fl oz,12.07,"11.3 x 2.8 x 2.8""",Refrigerated,"Natural flavors, Filtered water",None,34,United States
FreshField Caffeine Free Cola - 12 ct (Unrated Listing),Caffeine Free cola in a 12 ct package for online grocery orders. Listed under beverages and intended for refrigerated storage. Recently added to the online catalog.,7.30,Beverages,2025-11-05T18:45:52Z,q_001730,Beverages,0.59,13.36,Refrigerated,true,false,FreshField,12 ct,ct,146.87,"10.3 x 4.2 x 4.7""",Refrigerated,"Natural flavors, Filtered water",Tree nuts,72,United States
Riverbend Lightly Sweetened Cranberry Juice - 12 fl oz (Well Reviewed),Lightly Sweetened cranberry juice in a 12 fl oz package for online grocery orders. Listed under beverages and intended for refrigerated storage. Well liked by regular shoppers.,9.79,Beverages,2026-01-16T15:22:50Z,q_001730,Beverages,0.59,13.36,Refrigerated,false,false,Riverbend,12 fl oz,fl oz,12.25,"8.4 x 4.4 x 3.9""",Refrigerated,"Filtered water, Natural flavors",None,39,United States
Riverbend Fragrance Free Baby Lotion - 32 oz (Rarely Reordered),Fragrance Free baby lotion in a 32 oz package for online grocery orders. Listed under baby and intended for ambient storage. Received mixed feedback from shoppers.,9.01,Baby,2024-10-06T17:18:07Z,q_001731,Baby,0.55,36.30,Ambient,false,false,Riverbend,32 oz,oz,31.34,"14.5 x 10.0 x 6.5""",Ambient,Baby-safe ingredients,None,53,United States
Purely Good Soft Training Pants - 24 ct (Highly Rated),Soft training pants in a 24 ct package for online grocery orders. Listed under baby and intended for ambient storage. A dependable pick according to reviews.,13.53,Baby,2024-12-27T05:31:34Z,q_001731,Baby,0.55,36.30,Ambient,true,false,Purely Good,24 ct,ct,25.01,"6.7 x 3.9 x 6.9""",Ambient,Baby-safe ingredients,Soy,52,United States
Harvest Lane Soft Infant Cereal - 4 oz (Standard Listing),Soft infant cereal in a 4 oz package for online grocery orders. Listed under baby and intended for ambient storage. Stocked as part of the regular lineup.,11.65,Baby,2025-10-14T14:43:50Z,q_001731,Baby,0.55,36.30,Ambient,true,false,Harvest Lane,4 oz,oz,3.79,"8.0 x 5.1 x 4.7""",Ambient,Baby-safe ingredients,Soy,69,United States
Purely Good Artisan Whole Wheat Bread - 8 ct (Rarely Reordered),Artisan whole wheat bread in a 8 ct package for online grocery orders. Listed under bakery and intended for ambient storage. Received mixed feedback from shoppers.,4.75,Bakery,2025-06-17T23:18:10Z,q_001732,Bakery,1.18,10.96,Ambient,false,false,Purely Good,8 ct,ct,16.63,"1.7 x 7.8 x 3.8""",Ambient,"Water, Wheat flour, Yeast, Salt, Sugar",Wheat,59,United States
Golden Acre Soft Plain Bagels - 20 oz (Well Reviewed),Soft plain bagels in a 20 oz package for online grocery orders. Listed under bakery and intended for ambient storage. A dependable pick according to reviews.,2.24,Bakery,2025-03-29T17:40:45Z,q_001732,Bakery,1.18,10.96,Ambient,true,false,Golden Acre,20 oz,oz,21.18,"3.4 x 7.6 x 5.6""",Ambient,"Wheat flour, Yeast, Water, Sugar, Salt",Wheat,54,United States
Harvest Lane Artisan Pita Pockets - 20 oz (Current Stock),Artisan pita pockets in a 20 oz package for online grocery orders. Listed under bakery and intended for ambient storage. Ships as part of regular inventory.,4.03,Bakery,2025-04-17T01:42:51Z,q_001732,Bakery,1.18,10.96,Ambient,false,false,Harvest Lane,20 oz,oz,19.89,"2.2 x 4.4 x 3.5""",Ambient,"Sugar, Salt, Wheat flour, Yeast, Water",Wheat,57,United States
Riverbend Artisan Plain Bagels - 12 oz (Regular Listing),Artisan plain bagels in a 12 oz package for online grocery orders. Listed under bakery and intended for ambient storage. Ships as part of regular inventory.,6.16,Bakery,2025-08-19T13:00:36Z,q_001732,Bakery,1.18,10.96,Ambient,false,false,Riverbend,12 oz,oz,11.24,"3.2 x 8.6 x 2.6""",Ambient,"Wheat flour, Salt, Water, Yeast, Sugar",Wheat,63,United States
Corner Market Artisan Flour Tortillas - 8 ct (Discontinuing Soon),Artisan flour tortillas in a 8 ct package for online grocery orders. Listed under bakery and intended for ambient storage. One of the less-repurchased items in its aisle.,5.82,Bakery,2025-10-05T06:15:42Z,q_001732,Bakery,1.18,10.96,Ambient,false,false,Corner Market,8 ct,ct,17.33,"2.5 x 4.3 x 5.5""",Ambient,"Water, Yeast, Salt, Wheat flour, Sugar",Wheat,66,Thailand
Golden Acre Frozen Chicken Nuggets - 24 oz (New Listing),Frozen chicken nuggets in a 24 oz package for online grocery orders. Listed under frozen and intended for frozen storage. A newer addition to the catalog.,9.80,Frozen,2025-11-14T15:17:16Z,q_001733,Frozen,2.43,16.72,Frozen,false,false,Golden Acre,24 oz,oz,23.31,"3.5 x 10.3 x 8.9""",Frozen,"Spices, Salt, Prepared ingredients",Milk,62,United States
Daily Table Ready To Heat Green Peas - 24 oz (Unrated Listing),Ready To Heat green peas in a 24 oz package for online grocery orders. Listed under frozen and intended for frozen storage. Feedback on this listing is still limited.,8.23,Frozen,2026-07-06T10:00:57Z,q_001733,Frozen,2.43,16.72,Frozen,false,false,Daily Table,24 oz,oz,23.07,"5.4 x 9.4 x 9.2""",Frozen,"Spices, Salt, Prepared ingredients",None,45,Vietnam
Harvest Lane Steamable Mac And Cheese - 10 oz (Rarely Reordered),Steamable mac and cheese in a 10 oz package for online grocery orders. Listed under frozen and intended for frozen storage. Received mixed feedback from shoppers.,9.54,Frozen,2024-09-09T03:08:02Z,q_001733,Frozen,2.43,16.72,Frozen,false,false,Harvest Lane,10 oz,oz,9.34,"2.3 x 4.7 x 2.7""",Frozen,"Spices, Prepared ingredients, Salt",Milk,37,United States
